# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1024       1.376456008420e-10       5.153062450299e-12      -7.036508647693e-12       1.266413425688e-14       5.484504948376e-15       3.239778395993e-16       2.392845291525e-16 
 1025       1.377332328417e-10       5.129081224398e-12      -7.169047085502e-12       1.266433736988e-14       5.463701614228e-15       3.135841165089e-16       2.381855080234e-16 
 1026       1.378332455702e-10       5.104538476694e-12      -7.299356349459e-12       1.266467653556e-14       5.442994497821e-15       3.033819167459e-16       2.370751706484e-16 
 1027       1.379453716300e-10       5.079445397511e-12      -7.427401334713e-12       1.266515045290e-14       5.422383160604e-15       2.933693984968e-16       2.359534661284e-16 
 1028       1.380693411102e-10       5.053813280838e-12      -7.553146750130e-12       1.266575780476e-14       5.401867154882e-15       2.835446980984e-16       2.348203434307e-16 
 1029       1.382048815808e-10       5.027653524587e-12      -7.676557117923e-12       1.266649725781e-14       5.381446023782e-15       2.739059299784e-16       2.336757513888e-16 
 1030       1.383517180854e-10       5.000977630864e-12      -7.797596773271e-12       1.266736746248e-14       5.361119301228e-15       2.644511865956e-16       2.325196387028e-16 
 1031       1.385095731354e-10       4.973797206232e-12      -7.916229863940e-12       1.266836705294e-14       5.340886511912e-15       2.551785383804e-16       2.313519539382e-16 
 1032       1.386781667029e-10       4.946123961969e-12      -8.032420349904e-12       1.266949464704e-14       5.320747171267e-15       2.460860336751e-16       2.301726455267e-16 
 1033       1.388572162151e-10       4.917969714342e-12      -8.146132002973e-12       1.267074884627e-14       5.300700785437e-15       2.371716986745e-16       2.289816617655e-16 
 1034       1.390464365468e-10       4.889346384863e-12      -8.257328406406e-12       1.267212823570e-14       5.280746851251e-15       2.284335373660e-16       2.277789508174e-16 
 1035       1.392455400148e-10       4.860266000560e-12      -8.365972954541e-12       1.267363138394e-14       5.260884856194e-15       2.198695314701e-16       2.265644607104e-16 
 1036       1.394542363709e-10       4.830740694233e-12      -8.472028852412e-12       1.267525684313e-14       5.241114278379e-15       2.114776403809e-16       2.253381393375e-16 
 1037       1.396722327959e-10       4.800782704728e-12      -8.575459115372e-12       1.267700314884e-14       5.221434586520e-15       2.032558011064e-16       2.240999344571e-16 
 1038       1.398992338924e-10       4.770404377193e-12      -8.676226568716e-12       1.267886882006e-14       5.201845239901e-15       1.952019282086e-16       2.228497936919e-16 
 1039       1.401349416792e-10       4.739618163347e-12      -8.774293847303e-12       1.268085235916e-14       5.182345688353e-15       1.873139137445e-16       2.215876645296e-16 
 1040       1.403790555842e-10       4.708436621742e-12      -8.869623395177e-12       1.268295225179e-14       5.162935372220e-15       1.795896272060e-16       2.203134943223e-16 
 1041       1.406312724382e-10       4.676872418029e-12      -8.962177465187e-12       1.268516696693e-14       5.143613722335e-15       1.720269154603e-16       2.190272302862e-16 
 1042       1.408912864684e-10       4.644938325220e-12      -9.051918118615e-12       1.268749495676e-14       5.124380159992e-15       1.646236026907e-16       2.177288195019e-16 
 1043       1.411587892921e-10       4.612647223955e-12      -9.138807224791e-12       1.268993465664e-14       5.105234096917e-15       1.573774903363e-16       2.164182089138e-16 
 1044       1.414334699096e-10       4.580012102762e-12      -9.222806460718e-12       1.269248448509e-14       5.086174935238e-15       1.502863570331e-16       2.150953453301e-16 
 1045       1.417150146986e-10       4.547046058328e-12      -9.303877310697e-12       1.269514284372e-14       5.067202067460e-15       1.433479585539e-16       2.137601754228e-16 
 1046       1.420031074073e-10       4.513762295757e-12      -9.381981065942e-12       1.269790811719e-14       5.048314876436e-15       1.365600277490e-16       2.124126457271e-16 
 1047       1.422974291476e-10       4.480174128835e-12      -9.457078824208e-12       1.270077867317e-14       5.029512735340e-15       1.299202744862e-16       2.110527026417e-16 
 1048       1.425976583894e-10       4.446294980299e-12      -9.529131489412e-12       1.270375286228e-14       5.010795007634e-15       1.234263855917e-16       2.096802924284e-16 
 1049       1.429034709534e-10       4.412138382095e-12      -9.598099771251e-12       1.270682901807e-14       4.992161047048e-15       1.170760247898e-16       2.082953612118e-16 
 1050       1.432145400052e-10       4.377717975647e-12      -9.663944184827e-12       1.271000545695e-14       4.973610197546e-15       1.108668326442e-16       2.068978549795e-16 
 1051       1.435305512045e-10       4.343047258733e-12      -9.726633529614e-12       1.271328032140e-14       4.955141863365e-15       1.047963599835e-16       2.054877321633e-16 
 1052       1.438512483972e-10       4.308138821732e-12      -9.786170456188e-12       1.271665110720e-14       4.936755720262e-15       9.886186728737e-17       2.040650015757e-16 
 1053       1.441763885461e-10       4.273005101285e-12      -9.842566254141e-12       1.272011512954e-14       4.918451507145e-15       9.306052239379e-17       2.026296850007e-16 
 1054       1.445057266268e-10       4.237658632956e-12      -9.895832405506e-12       1.272366967911e-14       4.900228956258e-15       8.738946669322e-17       2.011818046608e-16 
 1055       1.448390156237e-10       4.202112051467e-12      -9.945980585293e-12       1.272731202205e-14       4.882087793159e-15       8.184581506190e-17       1.997213832185e-16 
 1056       1.451760065248e-10       4.166378090938e-12      -9.993022662039e-12       1.273103939988e-14       4.864027736701e-15       7.642665579494e-17       1.982484437770e-16 
 1057       1.455164483166e-10       4.130469585118e-12      -1.003697069835e-11       1.273484902945e-14       4.846048499006e-15       7.112905053956e-17       1.967630098822e-16 
 1058       1.458600879799e-10       4.094399467629e-12      -1.007783695142e-11       1.273873810285e-14       4.828149785453e-15       6.595003422818e-17       1.952651055232e-16 
 1059       1.462066704847e-10       4.058180772197e-12      -1.011563387363e-11       1.274270378739e-14       4.810331294650e-15       6.088661501164e-17       1.937547551336e-16 
 1060       1.465559387851e-10       4.021826632891e-12      -1.015037411302e-11       1.274674322550e-14       4.792592718419e-15       5.593577419234e-17       1.922319835930e-16 
 1061       1.469076338148e-10       3.985350284359e-12      -1.018207051387e-11       1.275085353470e-14       4.774933741772e-15       5.109446615741e-17       1.906968162281e-16 
 1062       1.472614944824e-10       3.948765062067e-12      -1.021073611726e-11       1.275503180750e-14       4.757354042892e-15       4.635961831190e-17       1.891492788137e-16 
 1063       1.476172576661e-10       3.912084402532e-12      -1.023638416157e-11       1.275927511137e-14       4.739853293112e-15       4.172813101189e-17       1.875893975740e-16 
 1064       1.479746582092e-10       3.875321843561e-12      -1.025902808303e-11       1.276358048868e-14       4.722431156897e-15       3.719687749772e-17       1.860171991839e-16 
 1065       1.483334289155e-10       3.838491024490e-12      -1.027868151631e-11       1.276794495660e-14       4.705087291821e-15       3.276270382712e-17       1.844327107701e-16 
 1066       1.486933005439e-10       3.801605686415e-12      -1.029535829498e-11       1.277236550709e-14       4.687821348545e-15       2.842242880837e-17       1.828359599123e-16 
 1067       1.490540018040e-10       3.764679672433e-12      -1.030907245214e-11       1.277683910679e-14       4.670632970801e-15       2.417284393349e-17       1.812269746444e-16 
 1068       1.494152593513e-10       3.727726927879e-12      -1.031983822090e-11       1.278136269699e-14       4.653521795369e-15       2.001071331140e-17       1.796057834558e-16 
 1069       1.497767977819e-10       3.690761500559e-12      -1.032767003494e-11       1.278593319355e-14       4.636487452057e-15       1.593277360107e-17       1.779724152924e-16 
 1070       1.501383396285e-10       3.653797540991e-12      -1.033258252906e-11       1.279054748687e-14       4.619529563680e-15       1.193573394469e-17       1.763268995580e-16 
 1071       1.504996053547e-10       3.616849302640e-12      -1.033459053971e-11       1.279520244176e-14       4.602647746041e-15       8.016275900864e-18       1.746692661152e-16 
 1072       1.508603133508e-10       3.579931142153e-12      -1.033370910556e-11       1.279989489747e-14       4.585841607908e-15       4.171053377730e-18       1.729995452871e-16 
 1073       1.512201799286e-10       3.543057519600e-12      -1.032995346799e-11       1.280462166753e-14       4.569110750998e-15       3.966925661623e-19       1.713177678581e-16 
 1074       1.515789193170e-10       3.506242998706e-12      -1.032333907170e-11       1.280937953978e-14       4.552454769950e-15      -3.310208127076e-18       1.696239650750e-16 
 1075       1.519362436566e-10       3.469502247089e-12      -1.031388156518e-11       1.281416527625e-14       4.535873252312e-15      -6.953078146168e-18       1.679181686487e-16 
 1076       1.522918629953e-10       3.432850036502e-12      -1.030159680131e-11       1.281897561310e-14       4.519365778516e-15      -1.053537485307e-17       1.662004107548e-16 
 1077       1.526454852836e-10       3.396301243060e-12      -1.028650083788e-11       1.282380726059e-14       4.502931921857e-15      -1.406058359437e-17       1.644707240353e-16 
 1078       1.529968163693e-10       3.359870847486e-12      -1.026860993812e-11       1.282865690299e-14       4.486571248476e-15      -1.753221776808e-17       1.627291415995e-16 
 1079       1.533455599929e-10       3.323573935342e-12      -1.024794057127e-11       1.283352119853e-14       4.470283317337e-15      -2.095381889049e-17       1.609756970254e-16 
 1080       1.536914177829e-10       3.287425697269e-12      -1.022450941310e-11       1.283839677933e-14       4.454067680207e-15      -2.432895666304e-17       1.592104243605e-16 
 1081       1.540340892510e-10       3.251441429220e-12      -1.019833334645e-11       1.284328025135e-14       4.437923881637e-15      -2.766122903908e-17       1.574333581236e-16 
 1082       1.543732717869e-10       3.215636532701e-12      -1.016942946179e-11       1.284816819433e-14       4.421851458938e-15      -3.095426229076e-17       1.556445333055e-16 
 1083       1.547086606540e-10       3.180026515005e-12      -1.013781505777e-11       1.285305716170e-14       4.405849942166e-15      -3.421171107585e-17       1.538439853704e-16 
 1084       1.550399489842e-10       3.144626989451e-12      -1.010350764171e-11       1.285794368055e-14       4.389918854097e-15      -3.743725850457e-17       1.520317502572e-16 
 1085       1.553668277732e-10       3.109453675617e-12      -1.006652493021e-11       1.286282425154e-14       4.374057710209e-15      -4.063461620642e-17       1.502078643803e-16 
 1086       1.556889858755e-10       3.074522399581e-12      -1.002688484964e-11       1.286769534888e-14       4.358266018659e-15      -4.380752439703e-17       1.483723646314e-16 
 1087       1.560061100002e-10       3.039849094154e-12      -9.984605536719e-12       1.287255342021e-14       4.342543280267e-15      -4.695975194497e-17       1.465252883800e-16 
 1088       1.563178847053e-10       3.005449799121e-12      -9.939705339031e-12       1.287739488660e-14       4.326888988489e-15      -5.009509643862e-17       1.446666734753e-16 
 1089       1.566239923935e-10       2.971340661472e-12      -9.892202815578e-12       1.288221614243e-14       4.311302629406e-15      -5.321738425294e-17       1.427965582469e-16 
 1090       1.569241480413e-10       2.937536465754e-12      -9.842120657273e-12       1.288701375418e-14       4.295783735012e-15      -5.632924492367e-17       1.409150684672e-16 
 1091       1.572182039070e-10       2.904046203058e-12      -9.789497504883e-12       1.289178505974e-14       4.280332043939e-15      -5.942841614407e-17       1.390226795122e-16 
 1092       1.575060462167e-10       2.870877443100e-12      -9.734376290579e-12       1.289652757699e-14       4.264947342851e-15      -6.251138936863e-17       1.371199577174e-16 
 1093       1.577875605563e-10       2.838037798815e-12      -9.676800333299e-12       1.290123880567e-14       4.249629413304e-15      -6.557463095719e-17       1.352074737454e-16 
 1094       1.580626318699e-10       2.805534926444e-12      -9.616813339677e-12       1.290591622736e-14       4.234378031735e-15      -6.861458211810e-17       1.332858025958e-16 
 1095       1.583311444590e-10       2.773376525625e-12      -9.554459404984e-12       1.291055730544e-14       4.219192969441e-15      -7.162765885131e-17       1.313555236156e-16 
 1096       1.585929819805e-10       2.741570339478e-12      -9.489783014069e-12       1.291515948503e-14       4.204073992569e-15      -7.461025189162e-17       1.294172205084e-16 
 1097       1.588480274460e-10       2.710124154697e-12      -9.422829042290e-12       1.291972019293e-14       4.189020862099e-15      -7.755872665173e-17       1.274714813450e-16 
 1098       1.590961632202e-10       2.679045801635e-12      -9.353642756458e-12       1.292423683765e-14       4.174033333828e-15      -8.046942316544e-17       1.255188985732e-16 
 1099       1.593372710194e-10       2.648343154394e-12      -9.282269815770e-12       1.292870680927e-14       4.159111158358e-15      -8.333865603083e-17       1.235600690277e-16 
 1100       1.595712319106e-10       2.618024130914e-12      -9.208756272753e-12       1.293312747950e-14       4.144254081077e-15      -8.616271435334e-17       1.215955939401e-16 
 1101       1.597979263100e-10       2.588096693061e-12      -9.133148574192e-12       1.293749620153e-14       4.129461842148e-15      -8.893786168897e-17       1.196260789491e-16 
 1102       1.600172339816e-10       2.558568846714e-12      -9.055493562079e-12       1.294181031010e-14       4.114734176489e-15      -9.166033598743e-17       1.176521341099e-16 
 1103       1.602290340357e-10       2.529448641857e-12      -8.975838474543e-12       1.294606712136e-14       4.100070813764e-15      -9.432634953526e-17       1.156743739049e-16 
 1104       1.604332049282e-10       2.500744172662e-12      -8.894230946789e-12       1.295026393291e-14       4.085471478363e-15      -9.693208889900e-17       1.136934172530e-16 
 1105       1.606296244588e-10       2.472463577582e-12      -8.810719012039e-12       1.295439802367e-14       4.070935889389e-15      -9.947371486836e-17       1.117098875201e-16 
 1106       1.608181697696e-10       2.444615039438e-12      -8.725351102468e-12       1.295846665394e-14       4.056463760644e-15      -1.019473623993e-16       1.097244125289e-16 
 1107       1.609987173441e-10       2.417206785507e-12      -8.638176050140e-12       1.296246706526e-14       4.042054800611e-15      -1.043491405574e-16       1.077376245685e-16 
 1108       1.611711430059e-10       2.390247087611e-12      -8.549243087948e-12       1.296639648045e-14       4.027708712442e-15      -1.066751324605e-16       1.057501604052e-16 
 1109       1.613353219171e-10       2.363744262204e-12      -8.458601850551e-12       1.297025210350e-14       4.013425193940e-15      -1.089213952226e-16       1.037626612916e-16 
 1110       1.614911285770e-10       2.337706670464e-12      -8.366302375313e-12       1.297403111958e-14       3.999203937548e-15      -1.110839598963e-16       1.017757729770e-16 
 1111       1.616384368211e-10       2.312142718377e-12      -8.272395103237e-12       1.297773069498e-14       3.985044630329e-15      -1.131588314164e-16       9.979014571740e-17 
 1112       1.617771198195e-10       2.287060856826e-12      -8.176930879908e-12       1.298134797704e-14       3.970946953955e-15      -1.151419885428e-16       9.780643428545e-17 
 1113       1.619070500758e-10       2.262469581685e-12      -8.079960956428e-12       1.298488009415e-14       3.956910584691e-15      -1.170293838039e-16       9.582529798024e-17 
 1114       1.620280994254e-10       2.238377433898e-12      -7.981536990353e-12       1.298832415570e-14       3.942935193377e-15      -1.188169434395e-16       9.384740063748e-17 
 1115       1.621401390347e-10       2.214792999578e-12      -7.881711046633e-12       1.299167725202e-14       3.929020445417e-15      -1.205005673442e-16       9.187341063935e-17 
 1116       1.622430393994e-10       2.191724910086e-12      -7.780535598547e-12       1.299493645435e-14       3.915166000764e-15      -1.220761290100e-16       8.990400092455e-17 
 1117       1.623366703433e-10       2.169181842125e-12      -7.678063528644e-12       1.299809881478e-14       3.901371513899e-15      -1.235394754705e-16       8.793984899822e-17 
 1118       1.624209010170e-10       2.147172517826e-12      -7.574348129680e-12       1.300116136624e-14       3.887636633825e-15      -1.248864272428e-16       8.598163694193e-17 
 1119       1.624955998966e-10       2.125705704839e-12      -7.469443105551e-12       1.300412112245e-14       3.873961004044e-15      -1.261127782716e-16       8.403005142366e-17 
 1120       1.625606347823e-10       2.104790216418e-12      -7.363402572239e-12       1.300697507786e-14       3.860344262545e-15      -1.272142958719e-16       8.208578370777e-17 
 1121       1.626158727972e-10       2.084434911513e-12      -7.256281058745e-12       1.300972020760e-14       3.846786041792e-15      -1.281867206724e-16       8.014952966496e-17 
 1122       1.626611803859e-10       2.064648694853e-12      -7.148133508024e-12       1.301235346748e-14       3.833285968704e-15      -1.290257665582e-16       7.822198978227e-17 
 1123       1.626964233131e-10       2.045440517043e-12      -7.039015277930e-12       1.301487179391e-14       3.819843664640e-15      -1.297271206147e-16       7.630386917301e-17 
 1124       1.627214666626e-10       2.026819374642e-12      -6.928982142149e-12       1.301727210389e-14       3.806458745391e-15      -1.302864430699e-16       7.439587758678e-17 
 1125       1.627361748356e-10       2.008794310261e-12      -6.818090291136e-12       1.301955129493e-14       3.793130821156e-15      -1.306993672382e-16       7.249872941940e-17 
 1126       1.627404115495e-10       1.991374412646e-12      -6.706396333056e-12       1.302170624504e-14       3.779859496532e-15      -1.309614994633e-16       7.061314372293e-17 
 1127       1.627340398369e-10       1.974568816765e-12      -6.593957294720e-12       1.302373381267e-14       3.766644370499e-15      -1.310684190612e-16       6.873984421559e-17 
 1128       1.627169220439e-10       1.958386703904e-12      -6.480830622523e-12       1.302563083667e-14       3.753485036401e-15      -1.310156782638e-16       6.687955929177e-17 
 1129       1.626889520915e-10       1.942835560567e-12      -6.367072011251e-12       1.302739453868e-14       3.740381122972e-15      -1.308001270295e-16       6.503286640903e-17 
 1130       1.626501527210e-10       1.927915930362e-12      -6.252728857843e-12       1.302902373603e-14       3.727332418004e-15      -1.304239063677e-16       6.319972302374e-17 
 1131       1.626005795046e-10       1.913626594364e-12      -6.137846724758e-12       1.303051764445e-14       3.714338746249e-15      -1.298905065901e-16       6.137992960376e-17 
 1132       1.625402886990e-10       1.899966306057e-12      -6.022471505154e-12       1.303187547704e-14       3.701399928513e-15      -1.292034471988e-16       5.957328469611e-17 
 1133       1.624693372468e-10       1.886933791263e-12      -5.906649423625e-12       1.303309644434e-14       3.688515781649e-15      -1.283662769537e-16       5.777958492235e-17 
 1134       1.623877827782e-10       1.874527748060e-12      -5.790427036931e-12       1.303417975424e-14       3.675686118545e-15      -1.273825739403e-16       5.599862497383e-17 
 1135       1.622956836132e-10       1.862746846714e-12      -5.673851234731e-12       1.303512461204e-14       3.662910748110e-15      -1.262559456376e-16       5.423019760712e-17 
 1136       1.621930987624e-10       1.851589729596e-12      -5.556969240319e-12       1.303593022041e-14       3.650189475268e-15      -1.249900289858e-16       5.247409363926e-17 
 1137       1.620800879298e-10       1.841055011113e-12      -5.439828611356e-12       1.303659577940e-14       3.637522100941e-15      -1.235884904540e-16       5.073010194316e-17 
 1138       1.619567115136e-10       1.831141277631e-12      -5.322477240605e-12       1.303712048645e-14       3.624908422041e-15      -1.220550261081e-16       4.899800944288e-17 
 1139       1.618230306085e-10       1.821847087396e-12      -5.204963356662e-12       1.303750353634e-14       3.612348231460e-15      -1.203933616785e-16       4.727760110900e-17 
 1140       1.616791070071e-10       1.813170970463e-12      -5.087335524690e-12       1.303774412123e-14       3.599841318056e-15      -1.186072526277e-16       4.556865995397e-17 
 1141       1.615250032018e-10       1.805111428620e-12      -4.969642647156e-12       1.303784143065e-14       3.587387466644e-15      -1.167004842185e-16       4.387096702738e-17 
 1142       1.613607823864e-10       1.797666935310e-12      -4.851933964558e-12       1.303779465148e-14       3.574986457981e-15      -1.146768715813e-16       4.218430141137e-17 
 1143       1.611865084580e-10       1.790835935558e-12      -4.734259056165e-12       1.303760296795e-14       3.562638068762e-15      -1.125402597821e-16       4.050844021591e-17 
 1144       1.610022460185e-10       1.784616845896e-12      -4.616667840748e-12       1.303726556163e-14       3.550342071601e-15      -1.102945238904e-16       3.884315857417e-17 
 1145       1.608080603763e-10       1.779008054284e-12      -4.499210577310e-12       1.303678161147e-14       3.538098235025e-15      -1.079435690467e-16       3.718822963782e-17 
 1146       1.606040175482e-10       1.774007920041e-12      -4.381937865826e-12       1.303615029371e-14       3.525906323461e-15      -1.054913305303e-16       3.554342457240e-17 
 1147       1.603901842612e-10       1.769614773764e-12      -4.264900647971e-12       1.303537078198e-14       3.513766097224e-15      -1.029417738272e-16       3.390851255264e-17 
 1148       1.601666279539e-10       1.765826917252e-12      -4.148150207856e-12       1.303444224720e-14       3.501677312507e-15      -1.002988946980e-16       3.228326075778e-17 
 1149       1.599334167783e-10       1.762642623439e-12      -4.031738172762e-12       1.303336385763e-14       3.489639721371e-15      -9.756671924530e-17       3.066743436692e-17 
 1150       1.596906196017e-10       1.760060136308e-12      -3.915716513871e-12       1.303213477888e-14       3.477653071732e-15      -9.474930398164e-17       2.906079655437e-17 
 1151       1.594383060084e-10       1.758077670821e-12      -3.800137547002e-12       1.303075417385e-14       3.465717107347e-15      -9.185073589737e-17       2.746310848496e-17 
 1152       1.591765463011e-10       1.756693412847e-12      -3.685053933343e-12       1.302922120276e-14       3.453831567811e-15      -8.887513252831e-17       2.587412930937e-17 
 1153       1.589054115032e-10       1.755905519078e-12      -3.570518680185e-12       1.302753502316e-14       3.441996188537e-15      -8.582664202354e-17       2.429361615949e-17 
 1154       1.586249733597e-10       1.755712116961e-12      -3.456585141657e-12       1.302569478988e-14       3.430210700750e-15      -8.270944321317e-17       2.272132414373e-17 
 1155       1.583353043399e-10       1.756111304619e-12      -3.343307019454e-12       1.302369965509e-14       3.418474831476e-15      -7.952774567613e-17       2.115700634239e-17 
 1156       1.580364776381e-10       1.757101150778e-12      -3.230738363579e-12       1.302154876823e-14       3.406788303526e-15      -7.628578980789e-17       1.960041380295e-17 
 1157       1.577285671761e-10       1.758679694688e-12      -3.118933573067e-12       1.301924127605e-14       3.395150835492e-15      -7.298784688828e-17       1.805129553544e-17 
 1158       1.574116476047e-10       1.760844946053e-12      -3.007947396729e-12       1.301677632259e-14       3.383562141728e-15      -6.963821914923e-17       1.650939850774e-17 
 1159       1.570857943051e-10       1.763594884951e-12      -2.897834933874e-12       1.301415304916e-14       3.372021932345e-15      -6.624123984255e-17       1.497446764095e-17 
 1160       1.567510833911e-10       1.766927461759e-12      -2.788651635053e-12       1.301137059439e-14       3.360529913197e-15      -6.280127330769e-17       1.344624580471e-17 
 1161       1.564075917105e-10       1.770840597081e-12      -2.680453302784e-12       1.300842809416e-14       3.349085785872e-15      -5.932271503952e-17       1.192447381254e-17 
 1162       1.560553968470e-10       1.775332181670e-12      -2.573296092291e-12       1.300532468163e-14       3.337689247676e-15      -5.580999175610e-17       1.040889041716e-17 
 1163       1.556945771216e-10       1.780400076352e-12      -2.467236512237e-12       1.300205948723e-14       3.326339991627e-15      -5.226756146642e-17       8.899232305838e-18 
 1164       1.553252115947e-10       1.786042111953e-12      -2.362331425454e-12       1.299863163867e-14       3.315037706443e-15      -4.869991353820e-17       7.395234095716e-18 
 1165       1.549473800677e-10       1.792256089222e-12      -2.258638049678e-12       1.299504026092e-14       3.303782076526e-15      -4.511156876568e-17       5.896628329155e-18 
 1166       1.545611630847e-10       1.799039778757e-12      -2.156213958287e-12       1.299128447620e-14       3.292572781958e-15      -4.150707943731e-17       4.403145469065e-18 
 1167       1.541666419340e-10       1.806390920927e-12      -2.055117081025e-12       1.298736340398e-14       3.281409498485e-15      -3.789102940360e-17       2.914513894237e-18 
 1168       1.537639116143e-10       1.814306221036e-12      -1.955399502025e-12       1.298327651367e-14       3.270291929397e-15      -3.426733315345e-17       1.430526295893e-18 
 1169       1.533531199065e-10       1.822778321194e-12      -1.857088767398e-12       1.297902468748e-14       3.259219901621e-15      -3.063712330511e-17      -4.876021372119e-20 
 1170       1.529344287940e-10       1.831798790404e-12      -1.760206345196e-12       1.297460917083e-14       3.248193270810e-15      -2.700083681586e-17      -1.523221715220e-18 
 1171       1.525080015459e-10       1.841359125724e-12      -1.664773807110e-12       1.297003122091e-14       3.237211889551e-15      -2.335891358193e-17      -2.992733655007e-18 
 1172       1.520740027198e-10       1.851450752106e-12      -1.570812828652e-12       1.296529210673e-14       3.226275607358e-15      -1.971179644473e-17      -4.457170844105e-18 
 1173       1.516325981645e-10       1.862065022229e-12      -1.478345189348e-12       1.296039310910e-14       3.215384270663e-15      -1.605993119695e-17      -5.916407456990e-18 
 1174       1.511839550232e-10       1.873193216339e-12      -1.387392772924e-12       1.295533552073e-14       3.204537722808e-15      -1.240376658878e-17      -7.370317030415e-18 
 1175       1.507282417361e-10       1.884826542081e-12      -1.297977567497e-12       1.295012064617e-14       3.193735804037e-15      -8.743754334008e-18      -8.818772462241e-18 
 1176       1.502656280434e-10       1.896956134339e-12      -1.210121665760e-12       1.294474980190e-14       3.182978351486e-15      -5.080349116239e-18      -1.026164601027e-17 
 1177       1.497962849878e-10       1.909573055071e-12      -1.123847265172e-12       1.293922431634e-14       3.172265199177e-15      -1.414008595018e-18      -1.169880929107e-17 
 1178       1.493203849180e-10       1.922668293146e-12      -1.039176668148e-12       1.293354552987e-14       3.161596178006e-15       2.254806587996e-18      -1.313013327881e-17 
 1179       1.488381014910e-10       1.936232764178e-12      -9.561322822426e-13       1.292771479486e-14       3.150971115741e-15       5.925632802867e-18      -1.455548830409e-17 
 1180       1.483496096752e-10       1.950257310365e-12      -8.747366203441e-13       1.292173347568e-14       3.140389837005e-15       9.598003425226e-18      -1.597474405274e-17 
 1181       1.478550857532e-10       1.964732700325e-12      -7.950123008588e-13       1.291560294878e-14       3.129852163275e-15       1.327144883011e-17      -1.738776956471e-17 
 1182       1.473547073246e-10       1.979649628930e-12      -7.169820479009e-13       1.290932460266e-14       3.119357912871e-15       1.694549638579e-17      -1.879443323285e-17 
 1183       1.468486533090e-10       1.994998717146e-12      -6.406686914805e-13       1.290289983791e-14       3.108906900946e-15       2.061967044763e-17      -2.019460280176e-17 
 1184       1.463371039488e-10       2.010770511866e-12      -5.660951676919e-13       1.289633006726e-14       3.098498939479e-15       2.429349235191e-17      -2.158814536660e-17 
 1185       1.458202408120e-10       2.026955485748e-12      -4.932845189023e-13       1.288961671559e-14       3.088133837269e-15       2.796648040967e-17      -2.297492737195e-17 
 1186       1.452982467952e-10       2.043544037051e-12      -4.222598939397e-13       1.288276121995e-14       3.077811399921e-15       3.163814990055e-17      -2.435481461062e-17 
 1187       1.447713061261e-10       2.060526489472e-12      -3.530445482812e-13       1.287576502961e-14       3.067531429844e-15       3.530801306664e-17      -2.572767222247e-17 
 1188       1.442396043668e-10       2.077893091980e-12      -2.856618442420e-13       1.286862960607e-14       3.057293726237e-15       3.897557910627e-17      -2.709336469328e-17 
 1189       1.437033284166e-10       2.095634018657e-12      -2.201352511629e-13       1.286135642306e-14       3.047098085085e-15       4.264035416794e-17      -2.845175585353e-17 
 1190       1.431626665143e-10       2.113739368527e-12      -1.564883455991e-13       1.285394696664e-14       3.036944299148e-15       4.630184134405e-17      -2.980270887726e-17 
 1191       1.426178082420e-10       2.132199165402e-12      -9.474481150863e-14       1.284640273516e-14       3.026832157954e-15       4.995954066485e-17      -3.114608628087e-17 
 1192       1.420689445270e-10       2.151003357709e-12      -3.492844044031e-14       1.283872523932e-14       3.016761447788e-15       5.361294909217e-17      -3.248174992201e-17 
 1193       1.415162676453e-10       2.170141818331e-12       2.293686827764e-14       1.283091600217e-14       3.006731951688e-15       5.726156051335e-17      -3.380956099834e-17 
 1194       1.409599712243e-10       2.189604344444e-12       7.882710734932e-14       1.282297655917e-14       2.996743449433e-15       6.090486573504e-17      -3.512938004640e-17 
 1195       1.404002502455e-10       2.209380657352e-12       1.327181613228e-13       1.281490845820e-14       2.986795717537e-15       6.454235247701e-17      -3.644106694042e-17 
 1196       1.398373010475e-10       2.229460402322e-12       1.845858064020e-13       1.280671325958e-14       2.976888529238e-15       6.817350536605e-17      -3.774448089117e-17 
 1197       1.392713213288e-10       2.249833148422e-12       2.344057102579e-13       1.279839253610e-14       2.967021654492e-15       7.179780592976e-17      -3.903948044477e-17 
 1198       1.387025101508e-10       2.270488388359e-12       2.821534318405e-13       1.278994787308e-14       2.957194859964e-15       7.541473259043e-17      -4.032592348154e-17 
 1199       1.381310679404e-10       2.291415538311e-12       3.278044211907e-13       1.278138086834e-14       2.947407909019e-15       7.902376065884e-17      -4.160366721480e-17 
 1200       1.375571964931e-10       2.312603937766e-12       3.713340192515e-13       1.277269313226e-14       2.937660561713e-15       8.262436232811e-17      -4.287256818972e-17 
 1201       1.369810989757e-10       2.334042849359e-12       4.127174576798e-13       1.276388628781e-14       2.927952574788e-15       8.621600666756e-17      -4.413248228217e-17 
