# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  556       3.362438270078e-10       1.229809061536e-12       9.576114159501e-13       9.616270077753e-15       5.326331542888e-14       1.280953733629e-15      -5.322517675500e-17 
  557       3.356615588588e-10       1.250790055741e-12       1.093714546491e-12       9.636260633310e-15       5.291967187475e-14       1.296321651174e-15      -6.369547292293e-17 
  558       3.350544227718e-10       1.272393831857e-12       1.227504210046e-12       9.656046476455e-15       5.257880389582e-14       1.312298125910e-15      -7.408210930394e-17 
  559       3.344228459151e-10       1.294613304328e-12       1.358912467046e-12       9.675626796507e-15       5.224069335848e-14       1.328874090863e-15      -8.438516950250e-17 
  560       3.337672637014e-10       1.317441224382e-12       1.487870746639e-12       9.695000793914e-15       5.190532129323e-14       1.346040285966e-15      -9.460475369423e-17 
  561       3.330881198265e-10       1.340870179218e-12       1.614309844433e-12       9.714167680322e-15       5.157266788986e-14       1.363787257101e-15      -1.047409787270e-16 
  562       3.323858663084e-10       1.364892591193e-12       1.738159920243e-12       9.733126678660e-15       5.124271249264e-14       1.382105355156e-15      -1.147939782221e-16 
  563       3.316609635272e-10       1.389500717006e-12       1.859350495831e-12       9.751877023211e-15       5.091543359551e-14       1.400984735064e-15      -1.247639026752e-16 
  564       3.309138802637e-10       1.414686646885e-12       1.977810452655e-12       9.770417959696e-15       5.059080883728e-14       1.420415354857e-15      -1.346509195574e-16 
  565       3.301450937389e-10       1.440442303776e-12       2.093468029607e-12       9.788748745346e-15       5.026881499681e-14       1.440386974711e-15      -1.444552134165e-16 
  566       3.293550896533e-10       1.466759442524e-12       2.206250820760e-12       9.806868648982e-15       4.994942798820e-14       1.460889155998e-15      -1.541769859780e-16 
  567       3.285443622261e-10       1.493629649061e-12       2.316085773110e-12       9.824776951092e-15       4.963262285599e-14       1.481911260329e-15      -1.638164562459e-16 
  568       3.277134142342e-10       1.521044339597e-12       2.422899184323e-12       9.842472943910e-15       4.931837377035e-14       1.503442448607e-15      -1.733738606045e-16 
  569       3.268627570518e-10       1.548994759799e-12       2.526616700476e-12       9.859955931490e-15       4.900665402225e-14       1.525471680072e-15      -1.828494529185e-16 
  570       3.259929106894e-10       1.577471983982e-12       2.627163313800e-12       9.877225229788e-15       4.869743601868e-14       1.547987711348e-15      -1.922435046351e-16 
  571       3.251044038332e-10       1.606466914292e-12       2.724463360427e-12       9.894280166734e-15       4.839069127783e-14       1.570979095498e-15      -2.015563048843e-16 
  572       3.241977738839e-10       1.635970279895e-12       2.818440518133e-12       9.911120082314e-15       4.808639042427e-14       1.594434181062e-15      -2.107881605802e-16 
  573       3.232735669968e-10       1.665972636161e-12       2.909017804077e-12       9.927744328648e-15       4.778450318414e-14       1.618341111115e-15      -2.199393965224e-16 
  574       3.223323381202e-10       1.696464363854e-12       2.996117572552e-12       9.944152270062e-15       4.748499838037e-14       1.642687822308e-15      -2.290103554968e-16 
  575       3.213746510349e-10       1.727435668311e-12       3.079661512724e-12       9.960343283171e-15       4.718784392782e-14       1.667462043919e-15      -2.380013983766e-16 
  576       3.204010783937e-10       1.758876578635e-12       3.159570646377e-12       9.976316756955e-15       4.689300682854e-14       1.692651296903e-15      -2.469129042235e-16 
  577       3.194122017603e-10       1.790776946879e-12       3.235765325659e-12       9.992072092834e-15       4.660045316688e-14       1.718242892935e-15      -2.557452703890e-16 
  578       3.184086116488e-10       1.823126447231e-12       3.308165230821e-12       1.000760870475e-14       4.631014810474e-14       1.744223933463e-15      -2.644989126150e-16 
  579       3.173909075626e-10       1.855914575202e-12       3.376689367964e-12       1.002292601924e-14       4.602205587674e-14       1.770581308755e-15      -2.731742651354e-16 
  580       3.163596980340e-10       1.889130646809e-12       3.441256066785e-12       1.003802347551e-14       4.573613978541e-14       1.797301696945e-15      -2.817717807769e-16 
  581       3.153156006632e-10       1.922763797767e-12       3.501782978314e-12       1.005290052553e-14       4.545236219639e-14       1.824371563083e-15      -2.902919310599e-16 
  582       3.142592421578e-10       1.956802982667e-12       3.558187072666e-12       1.006755663409e-14       4.517068453360e-14       1.851777158184e-15      -2.987352063000e-16 
  583       3.131912309754e-10       1.991236905538e-12       3.610397945134e-12       1.008199165367e-14       4.489107307430e-14       1.879506157445e-15      -3.071018684447e-16 
  584       3.121120744236e-10       2.026053811242e-12       3.658398104253e-12       1.009620695915e-14       4.461351650296e-14       1.907552621799e-15      -3.153912025960e-16 
  585       3.110222595665e-10       2.061241687254e-12       3.702183685740e-12       1.011020434159e-14       4.433800878643e-14       1.935912158430e-15      -3.236022469891e-16 
  586       3.099222804635e-10       2.096788330993e-12       3.741751237649e-12       1.012398563623e-14       4.406454341098e-14       1.964580292444e-15      -3.317340385787e-16 
  587       3.088126381985e-10       2.132681348979e-12       3.777097722805e-12       1.013755272272e-14       4.379311337955e-14       1.993552466498e-15      -3.397856130529e-16 
  588       3.076938409098e-10       2.168908155996e-12       3.808220521241e-12       1.015090752527e-14       4.352371120897e-14       2.022824040420e-15      -3.477560048469e-16 
  589       3.065664038192e-10       2.205455974257e-12       3.835117432625e-12       1.016405201294e-14       4.325632892724e-14       2.052390290842e-15      -3.556442471573e-16 
  590       3.054308492622e-10       2.242311832561e-12       3.857786678703e-12       1.017698819980e-14       4.299095807070e-14       2.082246410818e-15      -3.634493719555e-16 
  591       3.042877067170e-10       2.279462565459e-12       3.876226905727e-12       1.018971814512e-14       4.272758968133e-14       2.112387509458e-15      -3.711704100024e-16 
  592       3.031375128346e-10       2.316894812416e-12       3.890437186892e-12       1.020224395365e-14       4.246621430392e-14       2.142808611548e-15      -3.788063908615e-16 
  593       3.019808114680e-10       2.354595016968e-12       3.900417024771e-12       1.021456777576e-14       4.220682198335e-14       2.173504657179e-15      -3.863563429134e-16 
  594       3.008181537017e-10       2.392549425892e-12       3.906166353747e-12       1.022669180769e-14       4.194940226183e-14       2.204470501370e-15      -3.938192933696e-16 
  595       2.996500978820e-10       2.430744088360e-12       3.907685542450e-12       1.023861829175e-14       4.169394417610e-14       2.235700913697e-15      -4.011942682864e-16 
  596       2.984772096455e-10       2.469164855107e-12       3.904975396190e-12       1.025034951650e-14       4.144043625467e-14       2.267190577917e-15      -4.084802925788e-16 
  597       2.973000619497e-10       2.507797377589e-12       3.898037159389e-12       1.026188781702e-14       4.118886651508e-14       2.298934091594e-15      -4.156763900344e-16 
  598       2.961192351020e-10       2.546627107148e-12       3.886872518021e-12       1.027323557507e-14       4.093922246113e-14       2.330925965726e-15      -4.227815833276e-16 
  599       2.949353167892e-10       2.585639294173e-12       3.871483602041e-12       1.028439521932e-14       4.069149108009e-14       2.363160624370e-15      -4.297948940330e-16 
  600       2.937489021076e-10       2.624818987259e-12       3.851872987822e-12       1.029536922555e-14       4.044565883995e-14       2.395632404266e-15      -4.367153426401e-16 
  601       2.925605935923e-10       2.664151032374e-12       3.828043700588e-12       1.030616011687e-14       4.020171168667e-14       2.428335554468e-15      -4.435419485665e-16 
  602       2.913710012464e-10       2.703620072019e-12       3.799999216850e-12       1.031677046392e-14       3.995963504138e-14       2.461264235964e-15      -4.502737301723e-16 
  603       2.901807425713e-10       2.743210544387e-12       3.767743466839e-12       1.032720288508e-14       3.971941379766e-14       2.494412521306e-15      -4.569097047737e-16 
  604       2.889904425957e-10       2.782906682529e-12       3.731280836941e-12       1.033746004668e-14       3.948103231871e-14       2.527774394234e-15      -4.634488886573e-16 
  605       2.878007339057e-10       2.822692513516e-12       3.690616172130e-12       1.034754466325e-14       3.924447443467e-14       2.561343749302e-15      -4.698902970938e-16 
  606       2.866122566738e-10       2.862551857597e-12       3.645754778405e-12       1.035745949763e-14       3.900972343977e-14       2.595114391505e-15      -4.762329443520e-16 
  607       2.854256586889e-10       2.902468327366e-12       3.596702425222e-12       1.036720736130e-14       3.877676208962e-14       2.629080035902e-15      -4.824758437125e-16 
  608       2.842415953857e-10       2.942425326920e-12       3.543465347929e-12       1.037679111450e-14       3.854557259844e-14       2.663234307247e-15      -4.886180074822e-16 
  609       2.830607298744e-10       2.982406051023e-12       3.486050250199e-12       1.038621366647e-14       3.831613663626e-14       2.697570739610e-15      -4.946584470076e-16 
  610       2.818837329702e-10       3.022393484267e-12       3.424464306470e-12       1.039547797568e-14       3.808843532618e-14       2.732082776004e-15      -5.005961726892e-16 
  611       2.807112832228e-10       3.062370400236e-12       3.358715164370e-12       1.040458705000e-14       3.786244924163e-14       2.766763768013e-15      -5.064301939952e-16 
  612       2.795440669463e-10       3.102319360665e-12       3.288810947159e-12       1.041354394694e-14       3.763815840353e-14       2.801606975415e-15      -5.121595194754e-16 
  613       2.783827782484e-10       3.142222714606e-12       3.214760256162e-12       1.042235177386e-14       3.741554227761e-14       2.836605565811e-15      -5.177831567753e-16 
  614       2.772281190602e-10       3.182062597583e-12       3.136572173199e-12       1.043101368814e-14       3.719457977160e-14       2.871752614248e-15      -5.233001126501e-16 
  615       2.760807991656e-10       3.221820930763e-12       3.054256263025e-12       1.043953289745e-14       3.697524923245e-14       2.907041102845e-15      -5.287093929781e-16 
  616       2.749415362311e-10       3.261479420112e-12       2.967822575761e-12       1.044791265991e-14       3.675752844360e-14       2.942463920422e-15      -5.340100027755e-16 
  617       2.738110558355e-10       3.301019555557e-12       2.877281649329e-12       1.045615628432e-14       3.654139462222e-14       2.978013862122e-15      -5.392009462096e-16 
  618       2.726900914989e-10       3.340422610153e-12       2.782644511886e-12       1.046426713036e-14       3.632682441638e-14       3.013683629040e-15      -5.442812266129e-16 
  619       2.715793847129e-10       3.379669639237e-12       2.683922684259e-12       1.047224860883e-14       3.611379390237e-14       3.049465827846e-15      -5.492498464974e-16 
  620       2.704796849698e-10       3.418741479599e-12       2.581128182381e-12       1.048010418182e-14       3.590227858188e-14       3.085352970415e-15      -5.541058075680e-16 
  621       2.693917497925e-10       3.457618748636e-12       2.474273519721e-12       1.048783736294e-14       3.569225337924e-14       3.121337473447e-15      -5.588481107370e-16 
  622       2.683162666169e-10       3.496283320182e-12       2.363378556105e-12       1.049545165260e-14       3.548369628100e-14       3.157410753260e-15      -5.634760777093e-16 
  623       2.672536163719e-10       3.534722791639e-12       2.248491215410e-12       1.050295034185e-14       3.527659935377e-14       3.193560487633e-15      -5.679903239839e-16 
  624       2.662041044194e-10       3.572926119831e-12       2.129667258004e-12       1.051033670433e-14       3.507095797902e-14       3.229773289074e-15      -5.723918086732e-16 
  625       2.651680382060e-10       3.610882153437e-12       2.006963482835e-12       1.051761406104e-14       3.486676723243e-14       3.266035603210e-15      -5.766815151077e-16 
  626       2.641457272677e-10       3.648579632608e-12       1.880437731989e-12       1.052478578045e-14       3.466402188233e-14       3.302333708123e-15      -5.808604509495e-16 
  627       2.631374832355e-10       3.686007188586e-12       1.750148895242e-12       1.053185527875e-14       3.446271638799e-14       3.338653713700e-15      -5.849296483057e-16 
  628       2.621436198408e-10       3.723153343325e-12       1.616156914617e-12       1.053882602001e-14       3.426284489803e-14       3.374981560977e-15      -5.888901638422e-16 
  629       2.611644529210e-10       3.760006509110e-12       1.478522788936e-12       1.054570151636e-14       3.406440124876e-14       3.411303021487e-15      -5.927430788970e-16 
  630       2.602003004244e-10       3.796554988174e-12       1.337308578377e-12       1.055248532821e-14       3.386737896256e-14       3.447603696603e-15      -5.964894995938e-16 
  631       2.592514824159e-10       3.832786972321e-12       1.192577409027e-12       1.055918106443e-14       3.367177124622e-14       3.483869016885e-15      -6.001305569552e-16 
  632       2.583183210825e-10       3.868690542542e-12       1.044393477434e-12       1.056579238250e-14       3.347757098931e-14       3.520084241425e-15      -6.036674070169e-16 
  633       2.574011407382e-10       3.904253668635e-12       8.928220551688e-13       1.057232298877e-14       3.328477076258e-14       3.556234457196e-15      -6.071012309407e-16 
  634       2.565002678299e-10       3.939464208826e-12       7.379294933704e-13       1.057877663860e-14       3.309336281624e-14       3.592304578390e-15      -6.104332351279e-16 
  635       2.556160309425e-10       3.974309909388e-12       5.797832273070e-13       1.058515713654e-14       3.290333907841e-14       3.628279345772e-15      -6.136646513332e-16 
  636       2.547487608044e-10       4.008778404256e-12       4.184517809279e-13       1.059146833658e-14       3.271469115344e-14       3.664143326022e-15      -6.167967367783e-16 
  637       2.538987902929e-10       4.042857214652e-12       2.540047714183e-13       1.059771414226e-14       3.252741032027e-14       3.699880911079e-15      -6.198307742648e-16 
  638       2.530664544392e-10       4.076533748702e-12       8.651291375390e-14       1.060389850693e-14       3.234148753080e-14       3.735476317490e-15      -6.227680722884e-16 
  639       2.522520904345e-10       4.109795301056e-12      -8.395197474449e-14       1.061002543390e-14       3.215691340826e-14       3.770913585754e-15      -6.256099651518e-16 
  640       2.514560376347e-10       4.142629052503e-12      -2.573169698568e-13       1.061609897664e-14       3.197367824555e-14       3.806176579666e-15      -6.283578130789e-16 
  641       2.506786375662e-10       4.175022069597e-12      -4.335080359091e-13       1.062212323896e-14       3.179177200365e-14       3.841248985667e-15      -6.310130023276e-16 
  642       2.499202339311e-10       4.206961304272e-12      -6.124500212189e-13       1.062810237521e-14       3.161118430991e-14       3.876114312187e-15      -6.335769453039e-16 
  643       2.491811726125e-10       4.238433593463e-12      -7.940666535411e-13       1.063404059047e-14       3.143190445650e-14       3.910755888988e-15      -6.360510806751e-16 
  644       2.484618016803e-10       4.269425658722e-12      -9.782805355130e-13       1.063994214075e-14       3.125392139868e-14       3.945156866516e-15      -6.384368734835e-16 
  645       2.477624713959e-10       4.299924105844e-12      -1.165013140100e-12       1.064581133314e-14       3.107722375324e-14       3.979300215241e-15      -6.407358152596e-16 
  646       2.470835342184e-10       4.329915424477e-12      -1.354184806042e-12       1.065165252605e-14       3.090179979682e-14       4.013168725005e-15      -6.429494241360e-16 
  647       2.464253448092e-10       4.359385987752e-12      -1.545714733298e-12       1.065747012936e-14       3.072763746429e-14       4.046745004369e-15      -6.450792449607e-16 
  648       2.457882600379e-10       4.388322051893e-12      -1.739520978490e-12       1.066326860463e-14       3.055472434710e-14       4.080011479955e-15      -6.471268494106e-16 
  649       2.451726389875e-10       4.416709755840e-12      -1.935520450353e-12       1.066905246529e-14       3.038304769166e-14       4.112950395795e-15      -6.490938361052e-16 
  650       2.445788429598e-10       4.444535120869e-12      -2.133628905175e-12       1.067482627680e-14       3.021259439767e-14       4.145543812677e-15      -6.509818307200e-16 
  651       2.440072354807e-10       4.471784050212e-12      -2.333760942248e-12       1.068059465689e-14       3.004335101654e-14       4.177773607485e-15      -6.527924860998e-16 
  652       2.434581823057e-10       4.498442328673e-12      -2.535829999310e-12       1.068636227571e-14       2.987530374969e-14       4.209621472554e-15      -6.545274823728e-16 
  653       2.429320514253e-10       4.524495622248e-12      -2.739748347989e-12       1.069213385604e-14       2.970843844694e-14       4.241068915006e-15      -6.561885270633e-16 
  654       2.424292130702e-10       4.549929477749e-12      -2.945427089256e-12       1.069791417347e-14       2.954274060490e-14       4.272097256103e-15      -6.577773552061e-16 
  655       2.419500397170e-10       4.574729322415e-12      -3.152776148860e-12       1.070370805657e-14       2.937819536526e-14       4.302687630589e-15      -6.592957294593e-16 
  656       2.414949060933e-10       4.598880463540e-12      -3.361704272782e-12       1.070952038712e-14       2.921478751325e-14       4.332820986036e-15      -6.607454402181e-16 
  657       2.410641891830e-10       4.622368088085e-12      -3.572119022677e-12       1.071535610029e-14       2.905250147590e-14       4.362478082191e-15      -6.621283057285e-16 
  658       2.406582682321e-10       4.645177262303e-12      -3.783926771320e-12       1.072122018480e-14       2.889132132050e-14       4.391639490320e-15      -6.634461722005e-16 
  659       2.402775247538e-10       4.667292931354e-12      -3.997032698052e-12       1.072711768313e-14       2.873123075288e-14       4.420285592556e-15      -6.647009139217e-16 
  660       2.399223425336e-10       4.688699918927e-12      -4.211340784223e-12       1.073305369171e-14       2.857221311583e-14       4.448396581241e-15      -6.658944333710e-16 
  661       2.395930321356e-10       4.709385091659e-12      -4.426757294025e-12       1.073903289082e-14       2.841425372910e-14       4.475956872298e-15      -6.670282059425e-16 
  662       2.392896025797e-10       4.729343905564e-12      -4.643201310450e-12       1.074505812245e-14       2.825734696945e-14       4.502968453482e-15      -6.681019028679e-16 
  663       2.390119846398e-10       4.748574003211e-12      -4.860594422662e-12       1.075113178142e-14       2.810148934350e-14       4.529437829190e-15      -6.691147381519e-16 
  664       2.387601058723e-10       4.767073062208e-12      -5.078857258050e-12       1.075725628295e-14       2.794667715921e-14       4.555371633637e-15      -6.700659212002e-16 
  665       2.385338906008e-10       4.784838795415e-12      -5.297909478639e-12       1.076343406268e-14       2.779290652486e-14       4.580776631420e-15      -6.709546568087e-16 
  666       2.383332599010e-10       4.801868951155e-12      -5.517669777485e-12       1.076966757675e-14       2.764017334808e-14       4.605659718070e-15      -6.717801451515e-16 
  667       2.381581315850e-10       4.818161313427e-12      -5.738055875077e-12       1.077595930185e-14       2.748847333487e-14       4.630027920609e-15      -6.725415817700e-16 
  668       2.380084201862e-10       4.833713702122e-12      -5.958984515742e-12       1.078231173529e-14       2.733780198856e-14       4.653888398105e-15      -6.732381575616e-16 
  669       2.378840369440e-10       4.848523973233e-12      -6.180371464043e-12       1.078872739506e-14       2.718815460884e-14       4.677248442232e-15      -6.738690587680e-16 
  670       2.377848897884e-10       4.862590019069e-12      -6.402131501181e-12       1.079520881987e-14       2.703952629076e-14       4.700115477822e-15      -6.744334669637e-16 
  671       2.377108833247e-10       4.875909768467e-12      -6.624178421396e-12       1.080175856924e-14       2.689191192375e-14       4.722497063421e-15      -6.749305590454e-16 
  672       2.376619188182e-10       4.888481187007e-12      -6.846425028369e-12       1.080837922354e-14       2.674530619061e-14       4.744400891851e-15      -6.753595072197e-16 
  673       2.376378941789e-10       4.900302277222e-12      -7.068783131626e-12       1.081507338408e-14       2.659970356649e-14       4.765834790757e-15      -6.757194789924e-16 
  674       2.376387039459e-10       4.911371078814e-12      -7.291163542932e-12       1.082184367311e-14       2.645509831796e-14       4.786806723172e-15      -6.760096371569e-16 
  675       2.376642392726e-10       4.921685668865e-12      -7.513476072701e-12       1.082869273395e-14       2.631148450196e-14       4.807324788067e-15      -6.762291397828e-16 
  676       2.377143879109e-10       4.931244162051e-12      -7.735629526391e-12       1.083562323100e-14       2.616885596481e-14       4.827397220910e-15      -6.763771402044e-16 
  677       2.377890341962e-10       4.940044710853e-12      -7.957531700907e-12       1.084263784984e-14       2.602720634125e-14       4.847032394222e-15      -6.764527870099e-16 
  678       2.378880590319e-10       4.948085505772e-12      -8.179089381006e-12       1.084973929725e-14       2.588652905339e-14       4.866238818132e-15      -6.764552240291e-16 
  679       2.380113398739e-10       4.955364775543e-12      -8.400208335692e-12       1.085693030130e-14       2.574681730978e-14       4.885025140935e-15      -6.763835903231e-16 
  680       2.381587507159e-10       4.961880787343e-12      -8.620793314622e-12       1.086421361140e-14       2.560806410435e-14       4.903400149644e-15      -6.762370201721e-16 
  681       2.383301620733e-10       4.967631847009e-12      -8.840748044505e-12       1.087159199837e-14       2.547026221546e-14       4.921372770553e-15      -6.760146430643e-16 
  682       2.385254409685e-10       4.972616299250e-12      -9.059975225507e-12       1.087906825448e-14       2.533340420490e-14       4.938952069786e-15      -6.757155836848e-16 
  683       2.387444509152e-10       4.976832527857e-12      -9.278376527647e-12       1.088664519353e-14       2.519748241686e-14       4.956147253859e-15      -6.753389619037e-16 
  684       2.389870519032e-10       4.980278955919e-12      -9.495852587200e-12       1.089432565089e-14       2.506248897698e-14       4.972967670231e-15      -6.748838927653e-16 
  685       2.392531003832e-10       4.982954046035e-12      -9.712303003103e-12       1.090211248360e-14       2.492841579132e-14       4.989422807864e-15      -6.743494864763e-16 
  686       2.395424492511e-10       4.984856300528e-12      -9.927626333349e-12       1.091000857038e-14       2.479525454539e-14       5.005522297778e-15      -6.737348483947e-16 
  687       2.398549478334e-10       4.985984261653e-12      -1.014172009139e-11       1.091801681172e-14       2.466299670315e-14       5.021275913607e-15      -6.730390790183e-16 
  688       2.401904418708e-10       4.986336511817e-12      -1.035448074256e-11       1.092614012995e-14       2.453163350598e-14       5.036693572154e-15      -6.722612739734e-16 
  689       2.405487735041e-10       4.985911673789e-12      -1.056580370042e-11       1.093438146926e-14       2.440115597175e-14       5.051785333950e-15      -6.714005240032e-16 
  690       2.409297812578e-10       4.984708410910e-12      -1.077558332322e-11       1.094274379582e-14       2.427155489377e-14       5.066561403806e-15      -6.704559149569e-16 
  691       2.413333000254e-10       4.982725427311e-12      -1.098371291028e-11       1.095123009777e-14       2.414282083980e-14       5.081032131374e-15      -6.694265277780e-16 
  692       2.417591610541e-10       4.979961468122e-12      -1.119008469838e-11       1.095984338535e-14       2.401494415110e-14       5.095208011699e-15      -6.683114384929e-16 
  693       2.422071919291e-10       4.976415319687e-12      -1.139458985816e-11       1.096858669090e-14       2.388791494138e-14       5.109099685778e-15      -6.671097181997e-16 
  694       2.426772165585e-10       4.972085809776e-12      -1.159711849055e-11       1.097746306896e-14       2.376172309582e-14       5.122717941113e-15      -6.658204330567e-16 
  695       2.431690551579e-10       4.966971807800e-12      -1.179755962313e-11       1.098647559634e-14       2.363635827011e-14       5.136073712273e-15      -6.644426442712e-16 
  696       2.436825242353e-10       4.961072225018e-12      -1.199580120657e-11       1.099562737212e-14       2.351180988941e-14       5.149178081441e-15      -6.629754080879e-16 
  697       2.442174365754e-10       4.954386014759e-12      -1.219173011102e-11       1.100492151777e-14       2.338806714738e-14       5.162042278979e-15      -6.614177757779e-16 
  698       2.447736012248e-10       4.946912172628e-12      -1.238523212247e-11       1.101436117720e-14       2.326511900516e-14       5.174677683980e-15      -6.597687936269e-16 
  699       2.453508234760e-10       4.938649736721e-12      -1.257619193923e-11       1.102394951678e-14       2.314295419041e-14       5.187095824825e-15      -6.580275029240e-16 
  700       2.459488771499e-10       4.929599296591e-12      -1.276450450431e-11       1.103368915476e-14       2.302156273360e-14       5.199305862751e-15      -6.561933492900e-16 
  701       2.465674208387e-10       4.919767554208e-12      -1.295010926918e-11       1.104358043608e-14       2.290094061411e-14       5.211306983920e-15      -6.542674200409e-16 
  702       2.472060798880e-10       4.909162858427e-12      -1.313295663661e-11       1.105362312168e-14       2.278108520894e-14       5.223095849976e-15      -6.522512325763e-16 
  703       2.478644739191e-10       4.897793705421e-12      -1.331299668849e-11       1.106381695596e-14       2.266199376356e-14       5.234669100621e-15      -6.501463274632e-16 
  704       2.485422168071e-10       4.885668739259e-12      -1.349017918497e-11       1.107416166659e-14       2.254366339128e-14       5.246023353553e-15      -6.479542685241e-16 
  705       2.492389166588e-10       4.872796752492e-12      -1.366445356363e-11       1.108465696450e-14       2.242609107264e-14       5.257155204411e-15      -6.456766429264e-16 
  706       2.499541757906e-10       4.859186686735e-12      -1.383576893867e-11       1.109530254381e-14       2.230927365478e-14       5.268061226712e-15      -6.433150612706e-16 
  707       2.506875907062e-10       4.844847633245e-12      -1.400407410009e-11       1.110609808170e-14       2.219320785082e-14       5.278737971790e-15      -6.408711576794e-16 
  708       2.514387520751e-10       4.829788833505e-12      -1.416931751283e-11       1.111704323836e-14       2.207789023927e-14       5.289181968744e-15      -6.383465898862e-16 
  709       2.522072447095e-10       4.814019679809e-12      -1.433144731597e-11       1.112813765692e-14       2.196331726335e-14       5.299389724370e-15      -6.357430393239e-16 
  710       2.529926475433e-10       4.797549715837e-12      -1.449041132192e-11       1.113938096335e-14       2.184948523044e-14       5.309357723107e-15      -6.330622112138e-16 
  711       2.537945336092e-10       4.780388637246e-12      -1.464615701554e-11       1.115077276639e-14       2.173639031142e-14       5.319082426977e-15      -6.303058346540e-16 
  712       2.546124700170e-10       4.762546292242e-12      -1.479863155336e-11       1.116231265747e-14       2.162402854006e-14       5.328560275524e-15      -6.274756627084e-16 
  713       2.554460179315e-10       4.744032682170e-12      -1.494778176274e-11       1.117400021065e-14       2.151239581240e-14       5.337787685754e-15      -6.245734724955e-16 
  714       2.562947325499e-10       4.724857962091e-12      -1.509355414104e-11       1.118583498249e-14       2.140148788612e-14       5.346761052079e-15      -6.216010652768e-16 
  715       2.571581630806e-10       4.705032441366e-12      -1.523589485479e-11       1.119781651204e-14       2.129130037994e-14       5.355476746256e-15      -6.185602665461e-16 
  716       2.580358527203e-10       4.684566584238e-12      -1.537474973888e-11       1.120994432069e-14       2.118182877301e-14       5.363931117324e-15      -6.154529261173e-16 
  717       2.589273386322e-10       4.663471010412e-12      -1.551006429572e-11       1.122221791216e-14       2.107306840424e-14       5.372120491551e-15      -6.122809182143e-16 
  718       2.598321519241e-10       4.641756495641e-12      -1.564178369440e-11       1.123463677236e-14       2.096501447175e-14       5.380041172371e-15      -6.090461415589e-16 
  719       2.607498176259e-10       4.619433972302e-12      -1.576985276991e-11       1.124720036935e-14       2.085766203219e-14       5.387689440323e-15      -6.057505194596e-16 
  720       2.616798546679e-10       4.596514529983e-12      -1.589421602226e-11       1.125990815324e-14       2.075100600015e-14       5.395061552997e-15      -6.023959999009e-16 
  721       2.626217758584e-10       4.573009416062e-12      -1.601481761569e-11       1.127275955613e-14       2.064504114754e-14       5.402153744968e-15      -5.989845556315e-16 
  722       2.635750878616e-10       4.548930036291e-12      -1.613160137781e-11       1.128575399202e-14       2.053976210296e-14       5.408962227742e-15      -5.955181842531e-16 
  723       2.645392911759e-10       4.524287955376e-12      -1.624451079882e-11       1.129889085672e-14       2.043516335111e-14       5.415483189694e-15      -5.919989083093e-16 
  724       2.655138801113e-10       4.499094897559e-12      -1.635348903065e-11       1.131216952779e-14       2.033123923213e-14       5.421712796010e-15      -5.884287753744e-16 
  725       2.664983427677e-10       4.473362747203e-12      -1.645847888613e-11       1.132558936446e-14       2.022798394099e-14       5.427647188625e-15      -5.848098581419e-16 
  726       2.674921610124e-10       4.447103549370e-12      -1.655942283819e-11       1.133914970753e-14       2.012539152690e-14       5.433282486166e-15      -5.811442545133e-16 
  727       2.684948104584e-10       4.420329510403e-12      -1.665626301900e-11       1.135284987931e-14       2.002345589267e-14       5.438614783894e-15      -5.774340876869e-16 
  728       2.695057604422e-10       4.393052998511e-12      -1.674894121919e-11       1.136668918354e-14       1.992217079408e-14       5.443640153640e-15      -5.736815062467e-16 
  729       2.705244740013e-10       4.365286544349e-12      -1.683739888696e-11       1.138066690531e-14       1.982152983928e-14       5.448354643749e-15      -5.698886842506e-16 
  730       2.715504078529e-10       4.337042841601e-12      -1.692157712732e-11       1.139478231097e-14       1.972152648816e-14       5.452754279022e-15      -5.660578213199e-16 
  731       2.725830123709e-10       4.308334747558e-12      -1.700141670122e-11       1.140903464805e-14       1.962215405173e-14       5.456835060651e-15      -5.621911427274e-16 
  732       2.736217315646e-10       4.279175283707e-12      -1.707685802473e-11       1.142342314521e-14       1.952340569152e-14       5.460592966166e-15      -5.582908994864e-16 
  733       2.746660030560e-10       4.249577636306e-12      -1.714784116823e-11       1.143794701214e-14       1.942527441894e-14       5.464023949372e-15      -5.543593684393e-16 
  734       2.757152580581e-10       4.219555156970e-12      -1.721430585556e-11       1.145260543945e-14       1.932775309464e-14       5.467123940288e-15      -5.503988523466e-16 
  735       2.767689213525e-10       4.189121363249e-12      -1.727619146324e-11       1.146739759867e-14       1.923083442796e-14       5.469888845095e-15      -5.464116799755e-16 
  736       2.778264112676e-10       4.158289939217e-12      -1.733343701956e-11       1.148232264209e-14       1.913451097623e-14       5.472314546066e-15      -5.424002061884e-16 
